Title,Content,Label,Class
"Lei nº 15.752, de 2014",estado ceará lei dezembro publicada doe altera dispositivos lei dezembro cria fundo desenvolvimento indus-trial fdi governador estado ceará faço saber assembleia legislativa decretou sanciono seguinte lei art art lei dezembro passa vigorar acréscimo incisos xiii xiv acréscimo seguinte redação art xiii moagem trigo grão xiv fabricação motores elétricos peças acessórios contribuinte enquadrado inciso xiii deste artigo deverá comprovar perante cedin operações destinadas outras unidades federação superior cinquenta cento operações totais exercício observando-se cada três meio cento superior limite contribuinte poderá obter ponto percentual acréscimo benefício fdi provin podendo ultrapassar oitenta cento nr art estabelecimento moageiro estabelecido neste estado realizado operações importação exterior trigo grão poderá deduzir respectivo valor icms devido estado calculado forma protocolo icms montante imposto relativo farelo trigo compreendido valor imposto efetivamente recolhido importações trigo ocorridas publicação protocolo icms conforme dispuser regulamento disposto caput deste artigo aplica-se contribuinte protocolizado pedido restituição dentro prazo decadência montante imposto apurado forma caput deste artigo após homologação célula gestão fiscal substituição tributária comércio exterior cesut secretaria fazenda estado ceará restituído seguinte forma i cento vinte cento moeda corrente ato autorizativo chefe poder executivo,leis,4
"Lei nº 15.813, de 2015",lei julho publicada doe altera dispositivos lei dezembro cria selo verde certificar produtos compostos materiais reciclados governador estado ceará faço saber assembleia legislativa decretou sanciono seguinte lei art altera art lei dezembro alterado lei julho passando vigorar seguinte redação art tcsv exigida bienalmente pagamento deverá ser efetuado forma estabelecida decreto regulamentar sendo devida modelo produto valor duzentas ufirces observado disposto parágrafo único deste artigo parágrafo único ficam isentos tcsv microempreendedor individual microempresas empresas pequeno porte assim definidos lei complementar dezembro nr art acrescenta arts lei dezembro passando vigorar seguinte redação art operações produto composto materiais reciclados receberem certificação selo verde trata lei redução base cálculo icms termos alínea z inciso i caput art lei dezembro observado disposto parágrafo único deste artigo parágrafo único aplica redução base cálculo trata caput deste artigo microempreendedor individual microempresas empresas pequeno porte assim definidos lei complementar dezembro deverão calcular icms mediante aplicação percentuais estabelecidos anexo ii referida lei complementar art b benefícios incentivos fiscais condicionados certificação selo verde poderão ser cumulados previstos lei dezembro cria fundo desenvolvimento industrial estado ceará fdi desde empresa ainda optante simples nacional apure icms forma deste regime art c cumpridos requisitos estabelecidos decreto regulamentar obtenção certificação produtos procedimentos estabelecidos ato secretário fazenda competirá semace qualquer tempo suspender efeitos certificação selo verde,leis,4
"Lei nº 15.826, de 2015",estado ceará lei julho publicada doe altera dispositivos lei julho dispõe sobre anistia créditos tributários relacionados imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms imposto sobre propriedade veículos automotores ipva imposto transmissão causa mortis doação quaisquer bens direitos itcd inscritos dívida ativa estado governador estado ceará faço saber assembleia legislativa decretou sanciono seguinte lei art lei julho dispõe sobre anistia créditos tributários relacionados imposto sobre operações relativas circulação mercadorias sobre prestações serviços transportes interestadual intermunicipal comunicação icms imposto sobre propriedade veículos automotores ipva imposto transmissão causa mortis doações itcd inscritos dívida ativa estado passa vigorar seguintes alterações i art alteração caput incisos i iv art pessoas físicas jurídicas contribuintes icms ipva itcd ficam dispensadas pagamento juros multas percentuais abaixo indicados relativos créditos tributários respectivos inscritos dívida ativa estado ajuizados parcelados inclusive exigibilidade suspensa decorrentes fatos geradores ocorridos dezembro desde realizado pagamento principal acréscimos caso moeda corrente observância seguintes critérios i acréscimos valor principal pago vista dia outubro ii redução oitenta cento multas punitivas moratórias juros mora pago trinta seis parcelas iguais desde primeira recolhida dia outubro demais último dia útil meses seguintes devidamente corrigidas sistema especial liquidação custódia selic,leis,4
"Lei nº 15.863, de 2015",estado ceará lei outubro publicada doe altera dispositivos lei dezembro dispõe acerca imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms governador estado ceará faço saber assembleia legislativa decreta sanciono seguinte lei art dispositivos abaixo lei dezembro dispõe acerca imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms passam vigorar seguintes alterações i art acréscimo inciso ix art ix operações prestações iniciadas outra unidade federação destinem bens serviços consumidor final contribuinte imposto localizado neste estado hipótese inciso ix deste artigo remetente mercadoria prestador serviço recolherá imposto correspondente diferença alíquota interna deste estado interestadual unidade federada origem prazo estabelecido regulamento disposto deste artigo aplica-se inclusive operações prestações praticadas contribuintes optantes simples nacional nr ii art acréscimo inciso xvi art xvi entrada neste estado mercadoria bem serviço destinado contribuinte icms nr iii art nova redação inciso xii art,leis,4
"Lei nº 15.864, de 2015",estado ceará lei outubro publicada doe altera dispositivo lei dezembro cria fundo desenvolvimento industrial ceará fdi governador estado ceará faço saber assembleia legislativa decretou sanciono seguinte lei art parágrafo único art lei dezembro criou fundo desenvolvimento industrial ceará passa vigorar seguinte redação art parágrafo único agente financeiro contratado mediante realização procedimento licitatório poder executivo poderá cobrar cinco cento recursos efetivamente desembolsados fundo desenvolvimento industrial ceará fdi sendo máximo i cinco décimos cento favor agente financeiro indicado poder executivo remuneração serviços prestados sendo-lhe vedado qualquer outro pagamento título ii inteiro cinco décimos cento recurso destinado fundo desenvolvimento tecnológico estado ceará fit instituído lei complementar dezembro iii inteiro cinco décimos cento recurso destinado agência desenvolvimento ceará s adece termos lei setembro iv inteiro cinco décimos cento receita estado ceará poderá ser repassado conta tesouro estadual segundo dia útil após desconto junto sociedade empresária beneficiária critério chefe poder executivo nr art disposto nesta lei regulamentado decreto art lei entra vigor data publicação art ficam revogadas disposições contrário palácio abolição governo estado ceará fortaleza outubro camilo sobreira santana governador estado ceará,leis,4
"Lei nº 15.867, de 2015",estado ceará lei outubro publicada doe altera dispositivo lei julho dispõe sobre taxa fiscalização prestação serviço público governador estado ceará faço saber assembleia legislativa decretou sanciono seguinte lei art fica acrescido art lei julho dispõe sobre taxa fiscalização prestação serviço público seguinte redação disposições contidas neste artigo aplicam cessões onerosas realizadas agência desenvolvimento ceará companhia desenvolvimento ceará codece fins desenvolvimento econômico quais devem ser cobrados somente encargos administrativos decorrentes cessões patamares serem definidos respectivas sociedades economia mista nr art lei entra vigor data publicação art ficam revogadas disposições contrário palácio abolição governo estado ceará fortaleza outubro camilo sobreira santana governador estado ceará,leis,4
"Lei nº 15.892, de 2015",estado ceará lei novembro publicada doe altera dispositivos lei dezembro dispõe acerca imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms governador estado ceará faço saber assembleia legislativa decreta sanciono seguinte lei art dispositivos seguintes lei dezembro dispõe acerca imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms passam vigorar seguinte redação i acréscimos arts b c d art b fica isenta icms saída energia elétrica distribuidora unidade consumidora quantidade correspondente soma energia elétrica injetada rede distribuição mesma unidade consumidora créditos energia ativa originados própria unidade consumidora mês meses anteriores outra unidade consumidora titular decorrentes microgeração minigeração termos resolução agência nacional energia elétrica aneel benefício previsto caput deste artigo i aplica-se somente compensação energia elétrica produzida microgeração minigeração ii aplica custo disponibilidade energia reativa demanda potência encargos conexão uso sistema distribuição quaisquer outros valores cobrados distribuidora iii fica condicionado observância distribuidoras microgeradores minigeradores procedimentos previstos ajuste sinief exigirá estorno crédito fiscal previsto art,leis,4
"Lei nº 15.893, de 2015",estado ceará lei novembro publicada doe altera dispositivos lei novembro dispõe acerca imposto sobre propriedade veículos automotores ipva governador estado ceará faço saber assembleia legislativa decreta sanciono seguinte lei art lei novembro dispõe acerca imposto sobre propriedade veículos automotores ipva passa vigorar seguinte redação i acrescenta incisos xi xii art art xi veículos tipo micro-ônibus vans topics inclusive adquiridos através contrato arrendamento mercantil empregados serviço regular complementar transporte rodoviário intermunicipal passageiros estado ceará serviço regular complementar transporte público urbano passageiros fortaleza desde situação regular perante fisco departamento estadual trânsito detran-ce departamento estadual rodovias der xii veículos destinados condução passageiros desde propriedade profissional autônomo registrado categoria aluguel mototaxi nr ii alteração incisos ii iii iv v acréscimo inciso iva todos caput art alteração art ii aeronaves dois vírgula cinco cento iii motocicletas motonetas ciclomotores triciclos potência cilindradas dois cento b superior cilindradas três cento,leis,4
"Lei nº 15.992, de 2016",lei abril publicada doe dispõe acerca sistemática tributação relativa imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms incidente operações prestações relacionadas construção instalação funcionamento centro conexões voos hub aeroporto internacional situado neste estado governador estado ceará faço saber assembleia legislativa decreta sanciono seguinte lei art fica instituída sistemática tributação diferenciada construção instalação operação centro internacional conexões voos hub aeroporto internacional localizado neste estado forma desta lei parágrafo único efeitos desta lei considera-se centro internacional conexões voos hub companhia aérea concentração conexão dispersão voos permita conjunto número elevado ligações indiretas vários aeroportos sozinhos conseguem gerar tráfego suficiente viabilizar voos diretos ênfase atendimento destinos internacionais art ficam isentas imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms sobre seguintes operações prestações i internas importação bens máquinas equipamentos partes peças componentes aeronáuticos ferramentas estruturas metálicas instalações destinadas integrar ativo imobilizado ressalvados produtos sujeitos regime substituição tributária ii internas aquisição querosene aviação qav jet,leis,4
"Lei nº 16.024, de 2016",estado ceará lei maio publicada doe dispõe sobre redução base cálculo icms operações internas relativas gás natural destinados usina termoelétrica produtora energia elétrica território cearense governador estado ceará faço saber assembleia legislativa decreta sanciono seguinte lei art fica reduzida cinquenta oito vírgula oitenta dois cento base cálculo imposto sobre operações relativas circulação mercadorias prestação serviços transporte interestadual intermunicipal comunicação icms incidente operações interna importação gás natural destinado usina termoelétrica produção energia elétrica resultando carga tributária equivalente sete cento parágrafo único tratamento tributário previsto caput aplica-se somente operações destinadas usinas vencedoras leilão energia realizado período janeiro dezembro agência nacional energia elétrica aneel art fica reduzida setenta quatro inteiros oito centésimos cento base cálculo imposto sobre operações relativas circulação mercadorias prestação serviços transporte interestadual intermunicipal circulação icms incidente operações saída energia elétrica destinadas estabelecimento distribuidor localizado neste estado resultando carga tributária equivalente sete cento parágrafo único tratamento tributário previsto caput aplica-se somente operações envolvendo usinas vencedoras leilão energia realizado período janeiro dezembro agência nacional energia elétrica aneel art lei entra vigor data publicação art revogam-se disposições contrário palácio abolição governo estado ceará fortaleza maio camilo sobreira santana governador estado ceará,leis,4
"Lei nº 16.034, de 2016",estado ceará lei junho publicada doe acrescenta dispositivos lei dezembro dispõe acerca imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms governador estado ceará faço saber assembleia legislativa decretou sanciono seguinte lei art lei dezembro dispõe acerca imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms passa vigorar acréscimo art c seguinte redação art c ficam isentas icms operações internas importação máquinas aparelhos equipamentos partes peças destinados instalação estações tratamento água reúso estações elevatórias uso exclusivo água reúso conforme disposto regulamento desde cumulativamente estabelecimento produtor água reúso i consumidor água bruta tratada esgoto média mensal vazão igual superior l s quatro litros segundo ii possua projeto estação tratamento água reúso estações elevatórias uso exclusivo água reúso autorizado secretaria recursos hídricos srh devendo constar expressamente projeto máquinas aparelhos equipamentos partes peças respectivos códigos classificação nomenclatura comercial mercosul ncm sh serem utilizados iii possua outorga direito uso recursos hídricos termos lei dezembro,leis,4
"Lei nº 16.086, de 2016",estado ceará lei julho publicada doe altera dispositivo lei dezembro dispõe acerca imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms governador estado ceará faço saber assembleia legislativa decretou sanciono seguinte lei art art lei dezembro passa vigorar nova redação inciso vii caput seguintes termos art vii todos concorrerem sonegação icms mediante qualquer seguintes práticas omissão quanto observância informações geradas processamento pagamentos eletrônicos autorizando transações financeiras intermediando correspondente emissão documento fiscal b conluio nr art inciso vii-b art lei dezembro passa vigorar acréscimo seguinte alínea art vii-b desenvolver comercializar ferramentas automação comercial estabeleçam regras tributárias automatizadas desconformidade legislação multa equivalente trinta mil ufirces sendo constatada qualquer meio idôneo inclusive auto infração redução supressão tributo contribuinte responsável mediante utilização ferramenta desenvolvida comercializada multa equivalente cem cento montante imposto reduzido suprimido nr,leis,4
"Lei nº 16.097, de 2016",lei julho publicada doe nota lei regulamentada decreto doe institui fundo estadual equilíbrio fiscal estado ceará feef governador estado ceará faço saber assembleia legislativa decretou sanciono seguinte lei art fica instituído fundo estadual equilíbrio fiscal feef finalidade viabilizar manutenção equilíbrio finanças públicas estado ceará art constituem receitas feef i encargo correspondente dez pontos percentuais incentivo benefício concedido empresa contribuinte icms acordo convênio icms maio conforme dispuser decreto poder executivo ii dotações orçamentárias iii rendimentos aplicações financeiras recursos feef realizadas forma lei iv outras receitas venham ser legalmente destinadas fica prorrogado termos decreto específico prazo fruição benefício incentivo fiscal empresa proceder conforme disposto inciso i caput deste artigo dobro prazo efetivo recolhimento encargo atendidos requisitos concessão encargo trata inciso i caput deste artigo devido empresas i desenvolvam atividade industrial cujo faturamento exercício sido igual superior r doze milhões reais ii desenvolvam atividade comercial cujo faturamento exercício sido superior r três milhões seiscentos mil reais cálculo mensal encargo correspondente percentual dez cento trata inciso i caput deste artigo devem ser observadas seguintes regras i comparada arrecadação cada mês exercício corrente obtida mês exercício imediatamente anterior ii resultado obtido comparação indicada inciso i art caso havido aumento nominal arrecadação icms patamar igual,leis,4
"Lei nº 16.100, de 2016",lei julho publicada doe altera anexo iii lei novembro dispõe sobre regime substituição tributária operações realizadas contribuintes atividades econômicas governador estado ceará faço saber assembleia legislativa decretou sanciono seguinte lei art anexo iii lei novembro passa vigorar nova redação conforme disposto anexo único desta lei art lei entra vigor data publicação produzindo efeitos desde março palácio abolição governo estado ceará fortaleza julho camilo sobreira santana governador estado ceará,leis,4
"Lei nº 16.126, de 2016",estado ceará lei outubro publicada doe altera dispositivo lei julho dispõe sobre taxa fiscalização prestação serviço público governador estado ceará faço saber assembleia legislativa decretou sanciono seguinte lei art ficam acrescidas alíneas d inciso ii art alterado art lei estadual julho seguinte redação art ii d população situação rua desde referenciada rede socioassistencial estado municípios pessoas idade igual superior sessenta anos desde referenciadas rede socioassistencial estado municípios isentos taxa trata item iii anexo vi reconhecidamente pobres requerimento realizado defensoria pública ministério público estado ceará nr art lei entra vigor data publicação art revogam-se disposições contrário palácio abolição governo estado ceará fortaleza outubro camilo sobreira santana governador estado ceará,leis,4
"Lei nº 16.177, de 2016",lei dezembro publicada doe altera dispositivos lei dezembro dispõe acerca imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms lei junho altera base cálculo icms dá outras providências lei novembro dispõe sobre regime substituição tributária operações realizadas contribuintes icms governador estado ceará faço saber assembleia legislativa decretou sanciono seguinte lei art incisos i ii art lei dezembro passam vigorar seguinte redação mantendo-se alíneas existentes art i sessenta vírgula onze cento seguintes produtos ii trinta três vírgula trinta três cento seguintes produtos nr art art lei dezembro passa vigorar nova redação alíneas c d inciso i alínea b inciso ii seguintes termos art i c dezoito cento demais mercadorias bens d doze cento operações realizadas contadores líquido ncm medidor digital vazão ncm ii b dezoito cento serviços transporte intermunicipal nr art caput art lei junho passa vigorar nova redação seguintes termos art operações internas mercadoria efetuadas contribuintes regularmente inscritos cadastro geral fazenda cgf desenvolvam atividade econômica preponderante comércio atacadista opcionalmente sistemática normal tributação base cálculo icms poderá ser reduzida quarenta vírgula dezoito cento forma carga tributária efetiva resulte dez vírgula cinquenta nove cento nr,leis,4
"Lei nº 16.181, de 2016",estado ceará lei dezembro publicada doe altera art lei novembro governador estado ceará faço saber assembleia legislativa decretou sanciono seguinte lei art fica alterado art lei estadual novembro passa vigorar seguinte redação art projetos desportivos paradesportivos descritos art incisos i ii desta lei exigirão contribuinte contrapartida valor patrocínio doação nr art permanecem inalterados demais dispositivos lei estadual novembro art lei entra vigor data publicação art ficam revogadas disposições contrário palácio abolição governo estado ceará fortaleza dezembro camilo sobreira santana governador estado ceará,leis,4
"Lei nº 16.232, de 2017",estado ceará lei maio republicada incorreção doe altera dispositivos lei novembro dispõe acerca imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms opera-ções internas automóveis passageiros utilização táxi altera lei abril governador estado ceará faço saber assembleia legislativa decreta sanciono seguinte lei art art lei novembro dispõe acerca isenção imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms operações internas automóveis passageiros utilização táxi altera lei abril passa vigorar nova redação inciso i bem seguintes termos art i apresentação documento autorize exercer atividade condutor autônomo passageiros categoria aluguel táxi veículo propriedade termos condições estabelecidos concorrências públicas s realizadas prefeitura municipal fortaleza disposto neste artigo aplica-se trezentos vinte veículos destinados ampliação número vagas taxistas,leis,4
"Lei nº 16.257, de 2017",lei junho publicado doe altera lei maio estabelece estrutura organização competência contencioso administrativo tributário institui respectivo processo eletrônico governador estado ceará faço saber assembleia legislativa decretou sanciono seguinte lei art lei maio passa vigorar seguintes alterações i art art interposição tempestiva impugnação auto infração instaura fase litigiosa suspende exigibilidade crédito tributário sendo adimplida impugnada exigência fiscal autoridade competente declarará contribuinte revel através lavratura termo revelia encaminhará autos conat devido saneamento processual seguida célula dívida ativa procuradoria-geral estado providências cabíveis impugnação apresentada prazo instaura fase litigiosa suspende exigibilidade crédito tributário relativamente processos administrativo-tributários trâmite conat sido instaurados antes publicação desta lei virtude revelia sujeito passivo observar-se-á seguinte i deverá contribuinte ser intimado prazo trinta dias efetuar pagamento parcelamento crédito tributário descontos legais apresentar impugnação feito fiscal prejuízo pagamento caso taxa fiscalização prestação serviço público prevista item anexo iv lei julho ii findo prazo refere inciso i deste parágrafo sido adotadas providências nele previstas secretaria-geral conat deverá declarar extinção suspensão processo providenciar encaminhamento fins inscrição crédito tributário dívida ativa estado iii contencioso administrativo tributário estado ceará conat publicará último dia útil mês posterior encerramento trimestre civil página eletrônica relatório quantitativo estatístico processos julgados procedentes improcedentes parcialmente procedentes nulos extintos cada câmara julgamento aplica disposto processos administrativo-tributários contenham qualquer manifestação autoridade julgadora instância nr ii art art,leis,4
"Lei nº 16.258, de 2017",lei junho publicada doe altera lei dezembro dispõe acerca imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms lei junho dispõe sobre tratamento tributário diferenciado contribuintes atacadistas dá outras providências lei novembro dispõe sobre regime substituição tributária operações realizadas contribuintes icms enquadrados atividades econômicas indica lei maio estabelece estrutura organização competência contencioso administrativo tributário institui respectivo processo eletrônico governador estado ceará faço saber assembleia legislativa decretou sanciono seguinte lei art art lei dezembro passa vigorar seguintes alterações i inciso i nova redação alíneas h acréscimo alínea art i utilizar documentos fiscais livros fiscais inclusive eletrônicos fraudados multa equivalente duas vezes valor imposto utilizar documentos fiscais livros fiscais inclusive eletrônicos fraudados hipóteses incidência isenção diferimento suspensão regime substituição tributária cujo imposto sido recolhido multa equivalente trinta cento valor operação prestação h simular saída outra unidade federação mercadoria efetivamente internada território cearense multa equivalente vez valor imposto devido nr ii inciso ii nova redação alínea b art,leis,4
"Lei nº 16.259, de 2017",lei junho publicado doe nota decreto doe regulamenta lei dispõe sobre anistia créditos tributários relacionados imposto sobre operações relativas circulação mercadorias sobre prestações serviços transportes interestadual intermunicipal comunicação icms imposto sobre propriedade veículos automotores ipva imposto transmissão causa mortis doações itcd departamento estadual trânsito estado ceará detran inscritos dívida ativa estado forma especifica dá outras providências governador estado ceará faço saber assembleia legislativa decreta sanciono seguinte lei art lei estabelece procedimentos anistia créditos tributários oriundos imposto sobre operações relativas circulação mercadorias sobre prestações serviços transporte interestadual intermunicipal comunicação icms imposto sobre propriedade veículos automotores ipva imposto transmissão causa mortis doação quaisquer bens direitos itcd créditos tributários departamento estadual trânsito estado ceará detran-ce inscritos dívida ativa estado forma especifica capítulo i anistia créditos natureza tributária art pessoas físicas jurídicas contribuintes icms ipva itcd ficam dispensadas pagamento total parcial multas juros percentuais abaixo indicados relativos créditos tributários respectivos inscritos dívida ativa estado ajuizados parcelados inclusive exigibilidade suspensa termos art código tributário nacional lei outubro decorrentes fatos geradores ocorridos dezembro desde realizado pagamento obrigação tributária principal acréscimos caso moeda corrente observância seguintes critérios i quaisquer acréscimos valor obrigação tributária principal pago vista dia junho nota inciso i-a acrescentado art inciso i lei doe,leis,4
"Lei nº 16.272, de 2017",lei junho publicado doe altera redação art lei dezembro vistas incentivar instalação sociedades empresárias localidades próximas unidades prisionais governador estado ceará faço saber assembleia legislativa decreta sanciono seguinte lei art art lei dezembro instituiu fundo desenvolvimento ceará fdi passa vigorar seguinte redação art operações fdi tratam incisos iv v caput percentual empréstimo incentivo poderá ultrapassar setenta cinco cento icms próprio gerado sociedade empresária beneficiária exceto seguintes segmentos locais implantação i extração minerais metálicos ii fabricação produtos minerais metálicos iii fabricação produtos farmoquímicos farmacêuticos iv fabricação automóveis caminhonetas utilitários caminhões ônibus v fabricação produtos químicos vi indústria têxtil vii fabricação calçados viii fabricação produtos refino petróleo produtos petroquímicos ix siderurgia x fabricação locomotivas vagões outros materiais rodantes xi outras atividades industriais similar produção território nacional xii fabricação aeronaves peças componentes xiii moagem trigo grão xiv fabricação motores elétricos peças acessórios xv implementação sociedade empresária poligonais serem definidas ato próprio poder executivo localizadas necessariamente regiões possuam unidades prisionais casas privação provisória liberdade bem centros socioeducativos administrados respectivamente secretaria justiça superintendência sistema estadual atendimento socioeducativo termos lei estadual quaisquer outras substituam garantindo-se percentual mínimo dez cento vagas empregos população entorno internos egressos familiares nr art fica acrescentado art lei dezembro,leis,4
"Lei nº 16.279, de 2017",lei julho publicada doe estabelece vedação concessão anistia remissão tributárias período indica governador estado ceará faço saber assembleia legislativa decretou sanciono seguinte lei art ficam vedadas prazo cinco anos partir data publicação desta lei concessão anistia remissão total parcial relativas tributos estado ceará parágrafo único vedação prevista neste artigo aplica i cancelamento débito cujo montante inferior respectivos custos cobrança ii cancelamento débito inscrito dívida ativa quinze anos iii anistia remissão concedidas termos lei junho bem outras leis anteriores art lei entra vigor data publicação observado prazo previsto art palácio abolição governo estado ceará fortaleza julho camilo sobreira santana governador estado,leis,4
"Lei nº 16.301, de 2017",lei agosto publicada doe dispõe sobre obrigatoriedade cadastro consumidor efetuar compras negociações estabelecimentos comerciais modalidade vista cartão crédito débito governador estado ceará faço saber assembleia legislativa decretou sanciono seguinte lei art consumidor livre arbítrio obrigado efetuar cadastro compras negociações forma pagamento dê modalidade vista cartão crédito débito parágrafo único consumidor obrigado fornecer informar dados pessoais tipo endereço rg cpf imposto renda comprovante renda modalidades compras vista qualquer concessão prazo crédito estabelecimento expressas caput art compra efetivada meio cartão crédito débito ficará estabelecimento autorizado solicitar documento identificação comprobatório titularidade cartão somente efetuar averiguação podendo autorização cliente armazenar dados efetivar cadastro art caso infração descumprimento art parágrafo único ficam infratores sujeitos i notificação órgãos proteção defesa consumidor cessar irregularidade qualquer aplicação multa primeira ocorrência ii reincidente estabelecimento após primeira notificação receberá segunda notificação conjunto multa r cinco mil reais iii caso terceira infração aplicada nova multa valor r cinco mil reais bem estabelecimento comercial interditado prazo h quarenta oito horas regularização procedimentos adequação lei art fiscalização aplicação desta lei ficará cargo órgãos defesa consumidor decon procons órgãos delegados poderão receber denúncias através canais convencionais bem livros reclamação consumidor nota art acrescentado art lei doe art disposto nesta lei aplica compras negociações cujos pagamentos deem modalidade vista cartão crédito débito estabelecimentos comerciais i submetidos controle tributário operações fisco termos,leis,4
"Lei nº 16.381, de 2017",lei outubro republicada incorreção doe dispõe sobre oferta aceitação garantia créditos inscritos dívida ativa governador estado ceará faço saber assembleia legislativa decretou sanciono seguinte lei nota caput art redação determinada art lei doe art sujeito passivo oferecer garantia integral crédito inscrito dívida ativa ainda cobrado judicialmente seguro-garantia bancário carta fiança bancária poderá ser fornecida certidão positiva efeito negativo termos portaria procurador geral estado estabelecerá condições aceitação garantia redação original art sujeito passivo oferecer garantia integral crédito inscrito dívida ativa ainda cobrado judicialmente seguro-garantia bancário carta fiança bancária poderá ser fornecida certidão positiva efeito negativa termos regulamento estabelecerá condições aceitação garantia poderá ser ofertado sujeito passivo bem imóvel móvel livre desembaraçado cuja aceitação ficará critério procuradoria-geral estado aceitação bem direito dado garantia obsta ajuizamento execução fiscal autoriza fazenda pública requerer arrestado penhorado renunciando sujeito passivo qualquer oposição relativamente constrição aceita garantia suspensa inscrição débito cadine nota redação determinada art lei doe bens serem ofertados garantia devedor fazenda estadual deverão ser acompanhados avaliação técnica feita perito devidamente inscrito entidade representativa redação original bens serem ofertados garantia devedor fazenda estadual deverão ser acompanhados avaliação técnica feita perito devidamente inscrito entidade representativa prejuízo avaliações feitas procuradoria meio ambiente propama ce nota redação determinada art lei doe bens imóveis avaliados conforme critérios objetivos serem estabelecidos portaria procurador-geral conforme histórico fiscal devedor valor mercado acordo parâmetros informados veículo divulgação especializado laudo órgão oficial redação original,leis,4
"Lei nº 16.382, de 2017",lei outubro publicada doe define obrigação pequeno valor fazenda estadual efeito pagamento decorrente sentença judicial transitada julgado forma prevista art constituição federal governador estado ceará faço saber assembleia legislativa decretou sanciono seguinte lei art efeito disposto art constituição federal considera-se obrigação pequeno valor fazenda estadual valor referente duas mil quinhentas unidades fiscais referência estado ufirce art pagamentos devidos fazenda pública estadual virtude sentença judicial transitada julgado cujo montante ultrapasse valor previsto art desta lei exequente poderão relação anuência cada beneficiários serem quitados necessidade expedição precatório meio requisição pequeno valor rpv vedado fracionamento repartição quebra valor execução cada autor modo pagamento faça parte forma estabelecida caput parte mediante expedição precatório fica vedada expedição precatório complementar suplementar valor pago forma caput deste artigo facultada parte exequente renúncia crédito exceder valor estabelecido caput possa optar pagamento saldo expedição precatório aquiescência credor pagamento forma rpv conforme disciplina artigo configura opção irretratável implica quitação total pedido constante petição inicial art lei entra vigor data publicação art ficam revogados arts lei estadual janeiro palácio abolição governo estado ceará fortaleza outubro camilo sobreira santana governador estado,leis,4
"Lei nº 16.443, de 2017",lei dezembro publicada doe altera lei abril dispõe sobre sistemática tributação diferenciada relativamente icms incidente sobre operações prestações serviço relacionadas construção instalação funcionamento centro conexões voos hub aeroporto internacional fortaleza lei junho governador estado ceará faço saber assembléia legislativa decretou sanciono seguinte lei art dispositivos abaixo lei abril passam vigorar seguintes alterações i nova redação art art concessão sistemática tributação efetivada companhia aérea implantar hub meio operações próprias mantiver período inferior igual três horas consecutivas quantidade mínima voos diários internacionais operados aeronaves corredor duplo widebody voos diários domésticos adicionais existentes através ato normativo chefe poder executivo compete estabelecer termos condições prazos atinentes implementação disposto nesta lei nr ii art nova redação parágrafo único art parágrafo único disposto nesta lei aplicar-se-á couber concessionária bem prestadoras serviço partir comprovação existência contrato firmado companhia aérea instalação hub termos desta lei nr art dispositivos abaixo lei junho passam vigorar seguintes alterações i acréscimo incisos i-a iii-a iv-a v-a caput art art i-a quaisquer acréscimos valor obrigação tributária principal pago vista dia dia dezembro,leis,4
"Lei nº 16.461, de 2017",lei dezembro publicada doe altera lei junho revigora dispositivos lei junho alterações relativos tratamento tributário diferenciado ser conferido contribuintes imposto sobre operações relativas circulação mercadorias sobre prestações serviços transportes interestadual intermunicipal comunicação icms enviem meio magnético informações fiscais referentes operações prestações realizadas concede redução base cálculo icms operações veículos automotores novos realizadas concessionários governador estado ceará faço saber assembleia legislativa decretou sanciono seguinte lei art lei junho passa vigorar nova redação art art fica reduzida trinta três vírgula trinta três cento base cálculo icms operações internas importação exterior veículos automotores novos realizadas concessionários estabelecidos neste estado observadas condições previstas neste artigo art nr art lei entra vigor data publicação art revogam-se disposições contrário palácio abolição governo estado ceará fortaleza dezembro camilo sobreira santana governador estado,leis,4
